0	2625.21659044	1690.72015317	944.490601823	527.244222151	1033.8623636	3065.42927547	1845.55796679	1748.69033837	3091.17057944	3179.15104864	2165.77040856	3068.99556155	2441.90504792	2496.17954739	3539.32967915	4068.83653646	3696.02313882	2495.87327336	2216.11280228	2961.65956954	2129.00504842	2151.93332436	2354.02522158	3233.42241763	2537.93226898	2744.55872312	2383.0660894	3172.32096103	2250.26442429	3449.30190073	4548.95965509	3573.49088477	2760.34146831	2514.31379497	3727.16968004	3945.57679576	3317.47250524	4178.95992138	5313.92265484	5538.56796146	6906.00300865	6376.18438316	6451.36147545	6727.68808202	6260.20858126	7388.44286468	7660.71965085	7800.60643543	6819.28500006	6516.53753143	6735.36003318	8471.23389327	6937.37502934	7318.18964361	6942.1614258	6068.32797965	7476.95722879	7076.52456507	6713.73774601	8470.17624903	7515.01063355	7178.9103772	7734.93097803	8625.39748552	9122.30285616	9423.25391843	8393.67432676	9861.31522224	9105.13937392	10236.3129375	8523.09968778	9277.60614498	9576.94988453	9023.3423301	
3179.15104864	5484.46959846	3785.74272921	3484.02955807	3705.64550276	2584.85925716	3776.90893753	1680.33375434	1735.31933846	2020.33469856	0	2130.95846777	349.533190908	1653.42868086	1039.53804522	2680.523915	1831.05181183	1718.40793026	2465.82803112	2774.40370194	2285.24056724	2486.74557956	3499.7401719	3160.20587758	3484.20498261	4275.1063249	4452.39451635	3625.84500232	2717.45217863	3192.51439743	4053.35268098	5618.54579477	4944.71150521	4821.67056226	4165.28316511	5590.80441177	4613.70471283	5535.95245269	5594.71020043	7433.84879009	6861.02086978	8333.34999443	7917.7883485	8008.65428688	8409.7655512	7960.10920514	8887.40239216	9446.8331081	9548.11949824	8509.50790561	8091.52604405	8612.7429478	9548.67288401	8687.45918482	9354.62080556	8493.11979113	7586.69984653	9343.26096084	8433.92961797	8710.26130056	10296.4599674	9164.39328923	8274.35372451	9050.41437233	9833.57696854	10562.2948454	10773.1880808	9348.51199724	10498.0200383	9943.99394208	11430.2804011	9414.46091448	10349.7564216	10750.2365495	9995.94467812	
2961.65956954	5515.91032419	4210.06881543	3751.46599455	3378.6032463	2965.57336266	4980.18548167	2709.45256776	2459.8437545	2768.76320267	2285.24056724	1348.616354	2300.38905407	1829.34159071	1398.25747262	1863.77968568	1554.14540619	1195.65991352	594.419832678	1685.12562602	0	1698.33039388	1887.86367952	1285.05415289	2220.12153538	2554.81043483	2789.88265451	1764.95499549	719.957388267	1393.61998919	1846.15035653	3419.91646917	2860.09930005	3236.70641878	2732.29475653	3786.08356322	3641.56999745	4075.8906343	3857.90766067	5545.00601847	4969.76562577	6323.23654176	5879.3991311	6038.96416164	6323.8701548	5973.02686686	6825.71323602	7420.22804575	7572.06069901	6803.94544866	6090.85005938	6929.83001762	7472.15547497	6730.00409599	7500.62204771	6490.21004104	5760.51190338	7390.92093732	6517.29100866	6951.34952571	8471.58402646	7629.29614125	7092.97406682	7444.05679312	7859.92102876	8827.6539811	8902.75625196	7482.21812291	8845.4194515	8174.26022469	9723.08951068	7693.8128164	8779.4102899	8916.50387496	8466.19948913	
3449.30190073	5713.30478837	4945.62340044	4384.59724242	3644.4676641	3803.49260763	5916.87485751	3976.21328716	3653.15546408	3915.58295127	4053.35268098	2617.24592513	4071.83200938	3062.86872526	3098.51335382	3120.05771742	3247.93130913	2893.04609651	1719.68973769	2502.6813209	1846.15035653	2332.61864281	1788.17396291	1318.54508198	2075.62997278	1485.93573215	2196.53733098	1214.14699551	1483.35002633	1409.03846716	0	1576.68746971	1147.34207747	2104.67204231	1954.89063487	2257.92174599	3201.24312747	2902.0002352	2424.0077901	3846.1865767	3327.7086069	4558.99925959	4080.3310946	4284.06587669	4490.57261149	4191.9682472	5021.13343004	5606.54863281	5788.06847894	5229.09548577	4312.16173746	5351.15606198	5745.42137293	4960.12129221	5776.06903193	4712.67123029	4128.61512764	5612.91494456	4831.05776776	5304.02988079	6772.12341193	6179.42441384	6032.85010058	5992.92523886	6162.47571257	7241.13566085	7240.38580768	5914.52021465	7488.85488812	6695.26005919	8193.61481027	6241.41967644	7379.17975903	7312.74691787	7120.97634948	
3945.57679576	6001.95487703	5575.99583192	4683.72050223	4096.65273308	3709.86100965	4817.38466717	3965.68711621	3614.03939301	3005.95023511	4613.70471283	4384.2819789	4808.69975116	2988.8287027	4098.25887793	5452.91329609	4608.25633631	4058.95130318	3670.15331471	4614.76049881	3641.56999745	2384.6761595	4039.36544372	3579.62467397	1430.26230478	2812.52374623	4662.65536223	3510.94070922	3042.38152317	3616.68534371	3201.24312747	3678.94526666	3408.12564371	2729.23032198	2030.35405922	2922.81430593	0	2704.63709952	2141.28603032	4472.58783782	3194.19262584	4727.90316921	4552.06682846	4401.20365911	5262.76350554	4532.36733768	5397.20807769	5951.63696754	5838.15281988	4327.85181228	4576.66079392	4513.21695265	6009.21318621	5055.2593639	5625.39758407	4894.2162767	3673.8776251	5695.8672288	4542.63579704	4832.56667619	6215.01411847	4726.01020666	3665.66673965	4610.87575491	5953.18889196	6211.80699272	6614.76090531	5345.45523665	6339.56163595	5815.11467712	7049.9528738	5201.47932769	5888.37019182	6558.26559369	5539.98772063	
5313.92265484	6249.30171952	6656.84008255	6057.20434579	5097.72915507	5961.60075981	7669.46443938	6646.13598495	6329.88217327	6691.59173562	7433.84879009	5843.02046833	7438.18759589	6075.86270093	6469.97697208	6601.26907617	7042.44616972	6624.48632246	5223.7972135	5520.46916724	5545.00601847	5115.72430322	4440.7844383	4520.40963274	4596.02385109	3169.13420118	4038.83465288	4031.47299982	5148.52796948	4491.56177727	3846.1865767	2659.1195854	2763.48591993	2695.54046228	3419.07906296	1873.99272295	4472.58783782	2312.35505074	2420.68736446	0	2139.76678052	2316.10682384	1715.26216747	1848.97826027	1706.36147354	1401.77081536	2498.38457368	2435.63819036	2678.51570747	2654.27764181	1795.39783738	2445.10742778	3967.06121082	1916.53540868	2240.27487083	2142.65607093	2088.49253442	2296.1563057	2737.26817598	2019.76449995	3591.9029928	3746.59896715	4922.71825543	4035.19220195	4054.2388708	4737.76851025	4789.72570404	4375.66197936	6292.85817694	5250.55617184	6002.10072445	4829.34178427	5576.32729813	5172.88677329	5546.65352993	
6735.36003318	7704.35732098	8202.44920327	7442.83563538	6550.54405323	7109.23188936	8371.31845246	7758.53780298	7418.68458694	7359.8696445	8612.7429478	7467.5705638	8703.50482144	7041.18318091	7791.03055673	8364.16100671	8289.40834778	7804.44259895	6735.95616181	7307.78885812	6929.83001762	6137.30877451	6274.36980103	6169.27798688	5286.39088876	4716.14113264	6140.08558714	5753.09648701	6365.76761254	6163.87401012	5351.15606198	4259.10470142	4540.76209906	4150.34924162	4528.20695611	3372.24961504	4513.21695265	3427.8806778	3083.36402754	2445.10742778	2250.83513841	2026.96405103	2168.36878162	1740.92479481	2531.83337508	1864.50277804	2334.68709297	2257.07278457	1924.21449995	541.98841169	1886.71363151	0	3381.46325207	1553.18191326	1411.41284874	1870.96531395	1435.82064676	1747.82512365	1762.06774802	646.274653691	1833.27235357	1336.95575112	3048.45904633	1896.06310558	2871.5119105	2605.13883866	3046.98693926	3022.02794473	4544.08222964	3623.87393884	3912.65597296	3145.81496569	3408.7998149	3391.36881715	3440.86475602	
7515.01063355	8561.62368189	9022.581294	8201.49781216	7367.44819641	7736.44140721	8759.75050485	8327.12958558	7984.39820708	7700.29144813	9164.39328923	8275.22833945	9298.40161104	7542.72013059	8438.02320511	9212.09979654	8873.65570366	8370.14537123	7506.33965946	8199.98510673	7629.29614125	6711.4607049	7217.9980297	7026.48757465	5746.37263967	5611.08611111	7213.25777786	6661.07633731	7007.7839831	7033.35172037	6179.42441384	5215.15665279	5528.59990378	5065.35291959	5263.21651009	4368.3660325	4726.01020666	4322.94753223	3815.18565565	3746.59896715	3000.80103147	2835.79315657	3197.6271502	2719.22546246	3656.17248163	3005.36739618	3173.35352426	3220.27818973	2737.30928949	1178.29252709	2899.91964864	1336.95575112	3723.31755526	2627.53129267	2488.93762357	2785.82026665	2236.66868712	2748.78553367	2282.23784672	1935.00361711	2054.79668118	0	2137.59663011	1055.42017745	2964.11713372	1927.51747527	2722.51230497	2820.79196077	3775.29406892	3080.73717515	3066.32445025	2576.61363326	2357.44995448	2896.91646342	2393.33956276	
8523.09968778	10128.0893285	10174.5677592	9351.4326778	8512.11926852	8656.20787373	9906.58876443	9015.75110288	8645.73770626	8092.19056499	9414.46091448	8663.70047103	9587.59257605	7922.75330977	8735.66212178	9306.17777942	8680.06634145	8250.9239776	7740.47683986	8638.62665863	7693.8128164	7182.27309785	7743.05624482	7387.54789023	5971.98620912	6284.7421727	7821.21853293	7114.44347381	7004.24185214	7440.28536617	6241.41967644	5210.53448089	5879.78008456	5984.2566848	6023.87162926	5184.23751233	5201.47932769	5551.50973396	4392.28843632	4829.34178427	3224.49111391	2768.8214367	3404.32943184	3056.61680379	3948.96582321	3549.5353508	3075.72029074	3675.45762833	3232.76354978	2634.23592794	3200.20343611	3145.81496569	2447.96525877	3275.58975406	3820.95894719	2968.4679524	2844.11394105	3548.47361495	2144.52915022	3548.86382486	3094.71531286	2576.61363326	2907.97968084	1545.95907927	1833.1681136	1957.62607436	2009.1600918	882.559015922	1480.68791997	659.857550396	2160.49063687	0	1451.269495	1594.81098333	1308.07993404	
9023.3423301	10488.0103987	10648.7209191	9786.85717136	8990.56073953	9081.0873238	10074.2530666	9470.74781101	9110.97322225	8480.01125911	9995.94467812	9393.44918801	10187.9217456	8440.54221922	9379.88933355	10162.3801991	9441.61676891	8978.47486515	8504.16733243	9409.47488815	8466.19948913	7733.51135677	8520.34422299	8168.49331627	6545.60722913	6983.66579531	8649.3301371	7896.92180476	7767.52644062	8212.74087445	7120.97634948	6205.97520092	6753.55185114	6606.67968753	6598.26523764	5887.12616643	5539.98772063	6052.05811486	5055.520319	5546.65352993	4062.35845056	3757.77682615	4361.13774892	3940.78187052	4901.03783848	4403.88487338	4067.54402212	4472.37087921	3953.584081	3004.58260922	4110.54236416	3440.86475602	3633.05687561	4048.57485643	4307.71253814	3887.99216096	3562.96992208	4221.73008404	3074.08667739	3962.37358263	3360.33374804	2393.33956276	2423.1724354	1570.23681791	2841.59851681	1877.73182967	2414.9833961	2129.27809841	1609.80021512	1569.34907383	1776.7770277	1308.07993404	467.635040088	1992.86269206	0	
