0,0,0.0
0,1,918.496209091
0,2,1436.90866364
0,3,3678.68816364
0,4,4411.2545
0,5,4391.34317273
0,6,6079.90561818
0,7,7322.51574545
0,8,8697.52103636
0,9,10431.1126909
0,10,10840.3440455
0,11,12040.7378
0,12,13409.6138818
0,13,11910.4668091
0,14,12813.7629
0,15,12690.4853182
0,16,11686.8117273
0,17,10804.7437727
0,18,9992.99598182
0,19,10078.6358545
0,20,11033.4201818
0,21,12362.4512727
0,22,11489.9883273
0,23,11294.3773273
0,24,12192.8174364
0,25,12808.8792
0,26,11837.6471182
0,27,12441.7190273
0,28,12220.2964
0,29,12769.1202909
0,30,12423.1267727
0,31,12785.4476
0,32,13478.7566091
0,33,12683.4118182
0,34,11467.4933636
0,35,10924.3986727
0,36,10462.0648182
0,37,10667.7541818
0,38,12015.3544909
0,39,11924.4212091
0,40,12469.7915818
0,41,11647.8762636
0,42,10848.1217091
0,43,11599.2028727
0,44,12586.9044273
0,45,12256.6095182
0,46,12463.7094182
0,47,12208.3822545
0,48,12895.7593909
0,49,14852.4181
0,50,14779.4129364
0,51,14881.5773273
0,52,14173.9547545
0,53,13685.1055091
0,54,12757.7819091
0,55,10994.6821364
1,0,918.496209091
1,1,0.0
1,2,1942.72576364
1,3,4282.2543
1,4,5022.60689091
1,5,4812.81844545
1,6,6525.24453636
1,7,7669.00246364
1,8,9048.22335455
1,9,10789.7789909
1,10,11218.0596636
1,11,12342.5769545
1,12,13644.0766727
1,13,12125.8409727
1,14,13073.5775909
1,15,13002.1802727
1,16,12026.9628636
1,17,11184.6229727
1,18,10310.9267364
1,19,10416.9761909
1,20,11381.4597909
1,21,12676.4612273
1,22,11855.6550636
1,23,11736.4035273
1,24,12680.4368
1,25,13310.1147727
1,26,12405.2084182
1,27,13038.9770727
1,28,12813.8083636
1,29,13332.0024545
1,30,12999.4370636
1,31,13380.1580818
1,32,14071.8659818
1,33,13286.1423636
1,34,12070.2439273
1,35,11501.1385091
1,36,10992.7640455
1,37,11199.1964909
1,38,12562.0309636
1,39,12516.4754909
1,40,13067.8153091
1,41,12254.3318636
1,42,11455.0957636
1,43,12204.5864091
1,44,13192.9947909
1,45,12876.4745909
1,46,13087.4342455
1,47,12833.2413
1,48,13518.8908182
1,49,15461.9171909
1,50,15396.7532
1,51,15508.7180636
1,52,14803.4340636
1,53,14311.0652364
